Order_ID;Order_Date;Year;Month;Quarter;Country;City;Region;Product;Product Line;Category;Customer Segment;Sales Channel;Retailer;Units Sold;Unit Price;Gross Revenue;Discount %;Discount Amount;Net Revenue;Cost;Profit;Profit Margin;Order Priority;Payment Method
100891;31/07/25;2025;Jul;Q3;Kuwait;Kuwait City;Middle East;Nike Dunk Low;Shoes;Lifestyle;Men;Store;Sun & Sand Sports;9;$151.89;$1,367.01;20%;$273.40;$1,093.61;$819.51;$274.10;25.10%;High;Cash
100892;18/05/24;2024;May;Q2;Japan;Yokohama;Asia Pacific;Air Max 270;Shoes;Running;Men;Online;Retail Partner;9;$149.35;$1,344.15;25%;$336.04;$1,008.11;$772.23;$235.88;23.40%;Standard;PayPal
100893;04/07/25;2025;Jul;Q3;South Korea;Busan;Asia Pacific;Nike Pegasus 40;Shoes;Running;Men;Store;Foot Locker;19;$186.43;$3,542.17;5%;$177.11;$3,365.06;$1,820.65;$1,544.41;45.90%;Standard;Credit Card
100894;12/03/25;2025;Mar;Q1;Turkey;Ankara;Middle East;NBA Swingman Jersey;Clothing;Basketball;Women;Store;Amazon;12;$113.54;$1,362.48;10%;$136.25;$1,226.23;$651.82;$574.41;46.80%;Standard;Credit Card
100895;09/08/24;2024;Aug;Q3;Canada;Vancouver;North America;Dri-FIT Running Tee;Clothing;Running;Women;Online;Nike Outlet;5;$46.73;$233.65;5%;$11.68;$221.97;$110.92;$111.05;50.00%;High;PayPal
100896;29/04/25;2025;Apr;Q2;Germany;Munich;Europe;Air Max 270;Shoes;Running;Women;Outlet;Nike App;17;$176.95;$3,008.15;10%;$300.81;$2,707.34;$1,690.00;$1,017.34;37.60%;Standard;Credit Card
100897;20/03/24;2024;Mar;Q1;UK;Manchester;Europe;Training Gloves;Accessories;Training;Women;Store;Retail Partner;7;$33.02;$231.14;10%;$23.11;$208.03;$101.61;$106.42;51.20%;Standard;Apple Pay
100898;15/11/24;2024;Nov;Q4;India;Delhi;Asia Pacific;Training Gloves;Accessories;Training;Men;Store;JD Sports;23;$38.89;$894.47;20%;$178.89;$715.58;$416.54;$299.04;41.80%;High;Cash
100899;27/07/25;2025;Jul;Q3;South Korea;Busan;Asia Pacific;Dri-FIT Running Tee;Clothing;Running;Women;Store;Nike Outlet;11;$49.20;$541.20;15%;$81.18;$460.02;$255.76;$204.26;44.40%;Standard;Apple Pay
100900;23/09/25;2025;Sep;Q3;Mexico;Mexico City;North America;Swoosh Sports Bra;Clothing;Training;Men;Outlet;Nike Store;7;$52.75;$369.25;5%;$18.46;$350.79;$158.46;$192.33;54.80%;Standard;Credit Card
100901;12/01/25;2025;Jan;Q1;Canada;Toronto;North America;Dri-FIT Running Tee;Clothing;Running;Men;Online;Retail Partner;1;$47.74;$47.74;5%;$2.39;$45.35;$20.57;$24.78;54.60%;Standard;Credit Card
100902;27/04/25;2025;Apr;Q2;Egypt;Alexandria;Middle East;Nike Cap;Accessories;Lifestyle;Men;Mobile App;Nike App;19;$29.39;$558.41;10%;$55.84;$502.57;$231.35;$271.22;54.00%;Standard;Apple Pay
100903;31/12/25;2025;Dec;Q4;Qatar;Doha;Middle East;Nike Dunk Low;Shoes;Lifestyle;Men;Mobile App;Nike App;21;$159.32;$3,345.72;5%;$167.29;$3,178.43;$1,988.88;$1,189.55;37.40%;Standard;Cash
100904;01/11/25;2025;Nov;Q4;Egypt;Cairo;Middle East;Club Fleece Joggers;Clothing;Sportswear;Women;Mobile App;Nike App;21;$83.58;$1,755.18;10%;$175.52;$1,579.66;$899.56;$680.10;43.10%;Standard;Bank Transfer
100905;12/06/25;2025;Jun;Q2;USA;Miami;North America;Heritage Backpack;Accessories;Lifestyle;Women;Store;Nike App;15;$52.22;$783.30;5%;$39.16;$744.14;$358.00;$386.14;51.90%;Standard;Apple Pay
100906;06/12/25;2025;Dec;Q4;India;Delhi;Asia Pacific;Nike Metcon 9;Shoes;Training;Women;Mobile App;Nike App;25;$182.86;$4,571.50;5%;$228.57;$4,342.93;$2,478.31;$1,864.62;42.90%;Standard;Apple Pay
100907;14/12/25;2025;Dec;Q4;Saudi Arabia;Makkah;Middle East;Everyday Cushioned Socks;Accessories;Training;Men;Mobile App;Nike App;18;$21.64;$389.52;10%;$38.95;$350.57;$155.85;$194.72;55.50%;Standard;Credit Card
100908;15/10/25;2025;Oct;Q4;Italy;Milan;Europe;Air Jordan 1;Shoes;Basketball;Women;Outlet;Amazon;11;$228.37;$2,512.07;10%;$251.21;$2,260.86;$1,608.52;$652.34;28.90%;Standard;PayPal
100909;15/05/24;2024;May;Q2;Australia;Sydney;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Women;Online;Foot Locker;5;$59.79;$298.95;5%;$14.95;$284.00;$128.37;$155.63;54.80%;Express;Credit Card
100910;26/03/25;2025;Mar;Q1;Canada;Toronto;North America;Nike Cap;Accessories;Lifestyle;Men;Online;Retail Partner;7;$30.41;$212.87;10%;$21.29;$191.58;$88.99;$102.59;53.60%;Express;Apple Pay
100911;08/06/24;2024;Jun;Q2;Mexico;Mexico City;North America;Heritage Backpack;Accessories;Lifestyle;Men;Mobile App;Nike App;13;$58.30;$757.90;10%;$75.79;$682.11;$376.83;$305.28;44.80%;High;Credit Card
100912;03/08/24;2024;Aug;Q3;Canada;Vancouver;North America;Everyday Cushioned Socks;Accessories;Training;Men;Outlet;Foot Locker;6;$22.33;$133.98;5%;$6.70;$127.28;$55.82;$71.46;56.10%;Standard;PayPal
100913;04/02/24;2024;Feb;Q1;Spain;Valencia;Europe;Nike Pegasus 40;Shoes;Running;Women;Mobile App;Nike App;15;$167.78;$2,516.70;10%;$251.67;$2,265.03;$1,308.77;$956.26;42.20%;Express;Credit Card
100914;23/04/25;2025;Apr;Q2;Mexico;Mexico City;North America;Air Max 270;Shoes;Running;Men;Store;Nike Outlet;10;$170.59;$1,705.90;10%;$170.59;$1,535.31;$971.28;$564.03;36.70%;High;Apple Pay
100915;09/05/25;2025;May;Q2;Bahrain;Manama;Middle East;Pro Training Leggings;Clothing;Training;Men;Outlet;JD Sports;10;$71.50;$715.00;5%;$35.75;$679.25;$345.55;$333.70;49.10%;Express;Apple Pay
100916;30/01/24;2024;Jan;Q1;Japan;Osaka;Asia Pacific;Pro Training Leggings;Clothing;Training;Kids;Outlet;JD Sports;1;$77.72;$77.72;10%;$7.77;$69.95;$34.61;$35.34;50.50%;High;PayPal
100917;25/02/24;2024;Feb;Q1;Saudi Arabia;Dammam;Middle East;Nike Dunk Low;Shoes;Lifestyle;Women;Store;Foot Locker;2;$144.01;$288.02;0%;$0.00;$288.02;$159.67;$128.35;44.60%;Standard;Cash
100918;23/03/25;2025;Mar;Q1;Saudi Arabia;Jeddah;Middle East;Nike Dunk Low;Shoes;Lifestyle;Women;Mobile App;Nike App;11;$149.23;$1,641.53;10%;$164.15;$1,477.38;$914.49;$562.89;38.10%;Standard;PayPal
100919;16/12/25;2025;Dec;Q4;Germany;Frankfurt;Europe;Swoosh Sports Bra;Clothing;Training;Women;Mobile App;Nike App;18;$52.01;$936.18;15%;$140.43;$795.75;$398.47;$397.28;49.90%;High;Cash
100920;21/11/25;2025;Nov;Q4;Jordan;Amman;Middle East;Swoosh Sports Bra;Clothing;Training;Women;Online;Nike Store;15;$53.04;$795.60;10%;$79.56;$716.04;$367.50;$348.54;48.70%;Standard;Credit Card
100921;02/01/24;2024;Jan;Q1;Egypt;Alexandria;Middle East;Air Jordan 1;Shoes;Basketball;Women;Online;JD Sports;14;$197.10;$2,759.40;5%;$137.97;$2,621.43;$1,611.57;$1,009.86;38.50%;Standard;Credit Card
100922;22/11/25;2025;Nov;Q4;China;Shanghai;Asia Pacific;Dri-FIT Running Tee;Clothing;Running;Kids;Store;Foot Locker;19;$44.98;$854.62;10%;$85.46;$769.16;$370.67;$398.49;51.80%;High;Credit Card
100923;13/04/24;2024;Apr;Q2;Kuwait;Kuwait City;Middle East;Air Max 270;Shoes;Running;Men;Online;Nike Outlet;9;$168.12;$1,513.08;10%;$151.31;$1,361.77;$881.90;$479.87;35.20%;Standard;Apple Pay
100924;11/10/25;2025;Oct;Q4;UAE;Sharjah;Middle East;Everyday Cushioned Socks;Accessories;Training;Women;Mobile App;Nike App;9;$23.37;$210.33;15%;$31.55;$178.78;$95.08;$83.70;46.80%;Standard;Credit Card
100925;10/03/25;2025;Mar;Q1;Mexico;Guadalajara;North America;Air Jordan 1;Shoes;Basketball;Men;Online;Amazon;12;$223.76;$2,685.12;5%;$134.26;$2,550.86;$1,540.69;$1,010.17;39.60%;Standard;Credit Card
100926;16/05/25;2025;May;Q2;South Korea;Busan;Asia Pacific;Air Force 1;Shoes;Lifestyle;Kids;Store;Amazon;18;$140.72;$2,532.96;10%;$253.30;$2,279.66;$1,462.35;$817.31;35.90%;Standard;Credit Card
100927;27/10/24;2024;Oct;Q4;Italy;Milan;Europe;Air Max 270;Shoes;Running;Men;Online;Nike Store;6;$148.37;$890.22;15%;$133.53;$756.69;$507.20;$249.49;33.00%;Standard;Credit Card
100928;28/05/24;2024;May;Q2;Kuwait;Kuwait City;Middle East;Heritage Backpack;Accessories;Lifestyle;Kids;Online;Retail Partner;7;$58.18;$407.26;5%;$20.36;$386.90;$202.38;$184.52;47.70%;High;PayPal
100929;20/06/25;2025;Jun;Q2;Turkey;Ankara;Middle East;Air Force 1;Shoes;Lifestyle;Men;Online;Foot Locker;6;$151.55;$909.30;0%;$0.00;$909.30;$508.44;$400.86;44.10%;High;Credit Card
100930;14/10/25;2025;Oct;Q4;Jordan;Amman;Middle East;Heritage Backpack;Accessories;Lifestyle;Men;Online;Amazon;4;$58.54;$234.16;15%;$35.12;$199.04;$105.69;$93.35;46.90%;Express;Bank Transfer
100931;15/07/24;2024;Jul;Q3;Turkey;Ankara;Middle East;Pro Training Leggings;Clothing;Training;Women;Store;JD Sports;12;$72.43;$869.16;0%;$0.00;$869.16;$428.45;$440.71;50.70%;Standard;PayPal
100932;09/07/24;2024;Jul;Q3;Canada;Toronto;North America;Swoosh Sports Bra;Clothing;Training;Kids;Store;Amazon;11;$50.66;$557.26;0%;$0.00;$557.26;$257.86;$299.40;53.70%;Standard;Credit Card
100933;18/04/25;2025;Apr;Q2;Egypt;Alexandria;Middle East;Nike Pegasus 40;Shoes;Running;Men;Online;Sun & Sand Sports;11;$181.16;$1,992.76;10%;$199.28;$1,793.48;$1,086.73;$706.75;39.40%;Standard;Apple Pay
100934;08/07/25;2025;Jul;Q3;Netherlands;Rotterdam;Europe;Air Max 270;Shoes;Running;Men;Online;Retail Partner;19;$152.06;$2,889.14;15%;$433.37;$2,455.77;$1,700.61;$755.16;30.80%;Standard;Credit Card
100935;03/02/25;2025;Feb;Q1;Canada;Calgary;North America;Air Force 1;Shoes;Lifestyle;Women;Store;Nike App;5;$138.47;$692.35;0%;$0.00;$692.35;$410.51;$281.84;40.70%;Standard;Credit Card
100936;18/11/24;2024;Nov;Q4;South Korea;Busan;Asia Pacific;Air Max 270;Shoes;Running;Men;Store;Sun & Sand Sports;13;$165.28;$2,148.64;5%;$107.43;$2,041.21;$1,307.83;$733.38;35.90%;High;Credit Card
100937;17/05/25;2025;May;Q2;France;Nice;Europe;Nike Dunk Low;Shoes;Lifestyle;Men;Outlet;Nike App;12;$167.76;$2,013.12;10%;$201.31;$1,811.81;$1,097.16;$714.65;39.40%;Standard;PayPal
100938;14/02/25;2025;Feb;Q1;Mexico;Guadalajara;North America;NBA Swingman Jersey;Clothing;Basketball;Women;Store;Amazon;12;$108.23;$1,298.76;5%;$64.94;$1,233.82;$613.31;$620.51;50.30%;High;Bank Transfer
100939;13/10/25;2025;Oct;Q4;Spain;Valencia;Europe;Swoosh Sports Bra;Clothing;Training;Men;Store;Retail Partner;7;$52.33;$366.31;15%;$54.95;$311.36;$161.50;$149.86;48.10%;Standard;Cash
100940;20/04/25;2025;Apr;Q2;Kuwait;Kuwait City;Middle East;Nike Pegasus 40;Shoes;Running;Men;Store;Nike Outlet;21;$170.35;$3,577.35;10%;$357.74;$3,219.61;$1,990.60;$1,229.01;38.20%;Standard;Apple Pay
100941;23/03/24;2024;Mar;Q1;Egypt;Alexandria;Middle East;Air Max 270;Shoes;Running;Men;Online;Retail Partner;5;$147.93;$739.65;10%;$73.97;$665.68;$451.60;$214.08;32.20%;Standard;Apple Pay
100942;16/07/24;2024;Jul;Q3;Japan;Yokohama;Asia Pacific;NBA Swingman Jersey;Clothing;Basketball;Women;Online;Retail Partner;1;$121.82;$121.82;20%;$24.36;$97.46;$59.21;$38.25;39.30%;Standard;Cash
100943;30/07/24;2024;Jul;Q3;Turkey;Ankara;Middle East;Everyday Cushioned Socks;Accessories;Training;Men;Store;JD Sports;16;$22.44;$359.04;0%;$0.00;$359.04;$155.10;$203.94;56.80%;Standard;Bank Transfer
100944;12/06/24;2024;Jun;Q2;France;Nice;Europe;Air Jordan 1;Shoes;Basketball;Men;Online;Nike Outlet;1;$229.62;$229.62;25%;$57.41;$172.21;$146.33;$25.88;15.00%;Standard;Apple Pay
100945;23/09/24;2024;Sep;Q3;Oman;Muscat;Middle East;Air Max 270;Shoes;Running;Men;Mobile App;Nike App;18;$173.71;$3,126.78;15%;$469.02;$2,657.76;$1,732.26;$925.50;34.80%;Standard;Bank Transfer
100946;06/10/25;2025;Oct;Q4;Kuwait;Kuwait City;Middle East;Heritage Backpack;Accessories;Lifestyle;Women;Online;Amazon;13;$58.94;$766.22;10%;$76.62;$689.60;$379.18;$310.42;45.00%;High;Credit Card
100947;03/11/25;2025;Nov;Q4;Spain;Madrid;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Online;Nike App;14;$121.40;$1,699.60;10%;$169.96;$1,529.64;$890.44;$639.20;41.80%;High;Credit Card
100948;06/12/25;2025;Dec;Q4;South Korea;Busan;Asia Pacific;Everyday Cushioned Socks;Accessories;Training;Women;Store;Nike Store;24;$23.59;$566.16;0%;$0.00;$566.16;$234.81;$331.35;58.50%;Standard;Credit Card
100949;06/01/25;2025;Jan;Q1;Oman;Muscat;Middle East;Pro Training Leggings;Clothing;Training;Kids;Online;Amazon;4;$68.53;$274.12;15%;$41.12;$233.00;$131.18;$101.82;43.70%;Standard;Credit Card
100950;28/01/25;2025;Jan;Q1;Canada;Vancouver;North America;Air Max 270;Shoes;Running;Women;Store;Foot Locker;10;$165.90;$1,659.00;5%;$82.95;$1,576.05;$1,004.32;$571.73;36.30%;High;Bank Transfer
100951;19/02/25;2025;Feb;Q1;China;Shenzhen;Asia Pacific;Nike Metcon 9;Shoes;Training;Kids;Store;Sun & Sand Sports;5;$182.36;$911.80;10%;$91.18;$820.62;$513.80;$306.82;37.40%;Standard;Apple Pay
100952;23/01/25;2025;Jan;Q1;USA;New York;North America;Club Fleece Joggers;Clothing;Sportswear;Men;Online;Foot Locker;9;$82.93;$746.37;15%;$111.96;$634.41;$377.10;$257.31;40.60%;Standard;Credit Card
100953;15/04/25;2025;Apr;Q2;Turkey;Istanbul;Middle East;Training Gloves;Accessories;Training;Kids;Mobile App;Nike App;9;$36.58;$329.22;20%;$65.84;$263.38;$147.17;$116.21;44.10%;Standard;Bank Transfer
100954;04/07/25;2025;Jul;Q3;Saudi Arabia;Riyadh;Middle East;Everyday Cushioned Socks;Accessories;Training;Women;Online;Amazon;13;$23.75;$308.75;0%;$0.00;$308.75;$138.98;$169.77;55.00%;High;Credit Card
100955;12/04/25;2025;Apr;Q2;Japan;Tokyo;Asia Pacific;Dri-FIT Running Tee;Clothing;Running;Women;Online;JD Sports;8;$49.56;$396.48;0%;$0.00;$396.48;$176.52;$219.96;55.50%;Standard;Credit Card
100956;18/08/25;2025;Aug;Q3;China;Beijing;Asia Pacific;Nike Pegasus 40;Shoes;Running;Women;Mobile App;Nike App;1;$167.24;$167.24;10%;$16.72;$150.52;$88.10;$62.42;41.50%;Standard;Credit Card
100957;21/07/24;2024;Jul;Q3;UAE;Sharjah;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Women;Online;Nike Store;4;$127.21;$508.84;20%;$101.77;$407.07;$278.11;$128.96;31.70%;Standard;Cash
100958;21/09/25;2025;Sep;Q3;South Africa;Johannesburg;Africa;Air Max 270;Shoes;Running;Men;Store;Amazon;5;$162.96;$814.80;0%;$0.00;$814.80;$480.12;$334.68;41.10%;Standard;Bank Transfer
100959;02/11/24;2024;Nov;Q4;Canada;Vancouver;North America;Club Fleece Joggers;Clothing;Sportswear;Men;Store;Amazon;16;$91.06;$1,456.96;0%;$0.00;$1,456.96;$664.97;$791.99;54.40%;High;Apple Pay
100960;22/05/25;2025;May;Q2;Japan;Osaka;Asia Pacific;Air Jordan 1;Shoes;Basketball;Women;Store;Nike App;8;$232.06;$1,856.48;5%;$92.82;$1,763.66;$1,150.56;$613.10;34.80%;Standard;Credit Card
100961;21/04/24;2024;Apr;Q2;South Africa;Cape Town;Africa;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Retail Partner;13;$140.66;$1,828.58;10%;$182.86;$1,645.72;$922.43;$723.29;44.00%;Standard;PayPal
100962;24/06/24;2024;Jun;Q2;Japan;Osaka;Asia Pacific;Club Fleece Joggers;Clothing;Sportswear;Kids;Outlet;Nike Outlet;15;$91.46;$1,371.90;5%;$68.59;$1,303.31;$705.44;$597.87;45.90%;Standard;Cash
100963;06/11/24;2024;Nov;Q4;Italy;Rome;Europe;Pro Training Leggings;Clothing;Training;Men;Online;Sun & Sand Sports;12;$69.91;$838.92;5%;$41.95;$796.97;$404.85;$392.12;49.20%;Standard;Bank Transfer
100964;28/12/24;2024;Dec;Q4;Kuwait;Kuwait City;Middle East;Everyday Cushioned Socks;Accessories;Training;Women;Online;JD Sports;19;$21.16;$402.04;15%;$60.31;$341.73;$166.89;$174.84;51.20%;Standard;Credit Card
100965;26/01/25;2025;Jan;Q1;Spain;Valencia;Europe;Nike Blazer Mid;Shoes;Lifestyle;Women;Store;Retail Partner;11;$130.76;$1,438.36;5%;$71.92;$1,366.44;$757.19;$609.25;44.60%;High;Apple Pay
100966;17/02/24;2024;Feb;Q1;South Africa;Johannesburg;Africa;Nike Cap;Accessories;Lifestyle;Men;Outlet;Nike Outlet;8;$26.09;$208.72;0%;$0.00;$208.72;$89.26;$119.46;57.20%;Standard;Apple Pay
100967;18/10/24;2024;Oct;Q4;UAE;Abu Dhabi;Middle East;Nike Dunk Low;Shoes;Lifestyle;Kids;Online;Nike Outlet;14;$155.69;$2,179.66;10%;$217.97;$1,961.69;$1,248.73;$712.96;36.30%;Standard;Credit Card
100968;13/07/25;2025;Jul;Q3;South Africa;Johannesburg;Africa;Training Gloves;Accessories;Training;Women;Store;Foot Locker;3;$37.60;$112.80;0%;$0.00;$112.80;$52.22;$60.58;53.70%;High;Credit Card
100969;04/01/25;2025;Jan;Q1;South Africa;Johannesburg;Africa;Nike Blazer Mid;Shoes;Lifestyle;Men;Store;Retail Partner;7;$150.43;$1,053.01;5%;$52.65;$1,000.36;$563.15;$437.21;43.70%;Express;Credit Card
100970;19/10/25;2025;Oct;Q4;Brazil;Rio de Janeiro;Latin America;Swoosh Sports Bra;Clothing;Training;Women;Mobile App;Nike App;12;$59.75;$717.00;0%;$0.00;$717.00;$340.29;$376.71;52.50%;Standard;Apple Pay
100971;02/02/24;2024;Feb;Q1;India;Delhi;Asia Pacific;Nike Cap;Accessories;Lifestyle;Men;Online;Nike App;9;$31.22;$280.98;15%;$42.15;$238.83;$123.13;$115.70;48.40%;High;Cash
100972;30/03/24;2024;Mar;Q1;Turkey;Ankara;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Women;Mobile App;Nike App;3;$135.84;$407.52;5%;$20.38;$387.14;$213.75;$173.39;44.80%;High;PayPal
100973;28/10/25;2025;Oct;Q4;Spain;Madrid;Europe;Nike Metcon 9;Shoes;Training;Women;Online;Nike Outlet;13;$161.50;$2,099.50;10%;$209.95;$1,889.55;$1,113.51;$776.04;41.10%;Standard;Credit Card
100974;03/06/24;2024;Jun;Q2;Canada;Vancouver;North America;Club Fleece Joggers;Clothing;Sportswear;Women;Store;JD Sports;9;$91.29;$821.61;10%;$82.16;$739.45;$392.84;$346.61;46.90%;High;Cash
100975;05/06/24;2024;Jun;Q2;Germany;Munich;Europe;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Nike Store;14;$149.98;$2,099.72;5%;$104.99;$1,994.73;$1,082.02;$912.71;45.80%;Standard;Credit Card
100976;06/11/24;2024;Nov;Q4;Japan;Yokohama;Asia Pacific;Dri-FIT Running Tee;Clothing;Running;Men;Mobile App;Nike App;11;$48.35;$531.85;0%;$0.00;$531.85;$254.67;$277.18;52.10%;Express;Credit Card
100977;19/01/25;2025;Jan;Q1;USA;Miami;North America;Nike Blazer Mid;Shoes;Lifestyle;Men;Store;Nike Outlet;12;$140.14;$1,681.68;0%;$0.00;$1,681.68;$940.94;$740.74;44.10%;Standard;Apple Pay
100978;12/06/25;2025;Jun;Q2;UAE;Dubai;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Men;Store;Sun & Sand Sports;21;$144.44;$3,033.24;5%;$151.66;$2,881.58;$1,537.58;$1,344.00;46.60%;Express;PayPal
100979;03/01/25;2025;Jan;Q1;China;Beijing;Asia Pacific;Training Gloves;Accessories;Training;Men;Store;Nike Store;6;$38.93;$233.58;0%;$0.00;$233.58;$102.45;$131.13;56.10%;Standard;Credit Card
100980;29/10/25;2025;Oct;Q4;Australia;Melbourne;Asia Pacific;Air Jordan 1;Shoes;Basketball;Women;Mobile App;Nike App;13;$229.99;$2,989.87;0%;$0.00;$2,989.87;$1,929.09;$1,060.78;35.50%;High;Cash
100981;16/02/24;2024;Feb;Q1;Qatar;Doha;Middle East;Nike Metcon 9;Shoes;Training;Women;Online;Foot Locker;13;$153.09;$1,990.17;10%;$199.02;$1,791.15;$1,030.82;$760.33;42.50%;High;Credit Card
100982;24/09/25;2025;Sep;Q3;Brazil;S?o Paulo;Latin America;Heritage Backpack;Accessories;Lifestyle;Men;Outlet;Foot Locker;14;$58.76;$822.64;15%;$123.40;$699.24;$376.44;$322.80;46.20%;High;Credit Card
100983;15/06/24;2024;Jun;Q2;USA;Miami;North America;Nike Blazer Mid;Shoes;Lifestyle;Men;Store;Amazon;12;$124.90;$1,498.80;0%;$0.00;$1,498.80;$788.08;$710.72;47.40%;High;Credit Card
100984;21/02/25;2025;Feb;Q1;UK;Liverpool;Europe;Training Gloves;Accessories;Training;Men;Online;Sun & Sand Sports;9;$38.48;$346.32;0%;$0.00;$346.32;$164.34;$181.98;52.60%;Standard;Apple Pay
100985;01/03/25;2025;Mar;Q1;Mexico;Guadalajara;North America;Nike Dunk Low;Shoes;Lifestyle;Women;Mobile App;Nike App;15;$164.99;$2,474.85;5%;$123.74;$2,351.11;$1,374.79;$976.32;41.50%;Standard;Bank Transfer
100986;15/11/25;2025;Nov;Q4;Oman;Muscat;Middle East;Nike Cap;Accessories;Lifestyle;Women;Mobile App;Nike App;18;$28.96;$521.28;0%;$0.00;$521.28;$227.94;$293.34;56.30%;High;Credit Card
100987;06/11/25;2025;Nov;Q4;Saudi Arabia;Riyadh;Middle East;Swoosh Sports Bra;Clothing;Training;Men;Store;JD Sports;18;$57.85;$1,041.30;5%;$52.06;$989.24;$493.27;$495.97;50.10%;High;Apple Pay
100988;14/08/25;2025;Aug;Q3;Canada;Vancouver;North America;Club Fleece Joggers;Clothing;Sportswear;Men;Store;Nike Store;13;$90.91;$1,181.83;15%;$177.27;$1,004.56;$585.51;$419.05;41.70%;High;Bank Transfer
100989;15/01/24;2024;Jan;Q1;Qatar;Doha;Middle East;Nike Tech Fleece Hoodie;Clothing;Sportswear;Men;Online;Retail Partner;5;$125.49;$627.45;15%;$94.12;$533.33;$321.58;$211.75;39.70%;Standard;Credit Card
100990;28/09/25;2025;Sep;Q3;Canada;Calgary;North America;Nike Pegasus 40;Shoes;Running;Women;Store;Sun & Sand Sports;10;$167.87;$1,678.70;20%;$335.74;$1,342.96;$891.26;$451.70;33.60%;High;Apple Pay
100991;16/07/25;2025;Jul;Q3;South Korea;Seoul;Asia Pacific;Club Fleece Joggers;Clothing;Sportswear;Women;Online;Sun & Sand Sports;11;$87.44;$961.84;0%;$0.00;$961.84;$497.12;$464.72;48.30%;High;Credit Card
100992;30/12/25;2025;Dec;Q4;Australia;Melbourne;Asia Pacific;NBA Swingman Jersey;Clothing;Basketball;Men;Store;Nike App;18;$122.46;$2,204.28;25%;$551.07;$1,653.21;$1,051.73;$601.48;36.40%;High;Cash
100993;07/06/25;2025;Jun;Q2;Germany;Munich;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Online;Sun & Sand Sports;4;$123.91;$495.64;10%;$49.56;$446.08;$236.94;$209.14;46.90%;Standard;Apple Pay
100994;11/12/25;2025;Dec;Q4;India;Mumbai;Asia Pacific;NBA Swingman Jersey;Clothing;Basketball;Men;Store;JD Sports;16;$119.75;$1,916.00;15%;$287.40;$1,628.60;$910.46;$718.14;44.10%;Express;Apple Pay
100995;26/07/24;2024;Jul;Q3;Canada;Toronto;North America;Swoosh Sports Bra;Clothing;Training;Men;Mobile App;Nike App;23;$55.75;$1,282.25;0%;$0.00;$1,282.25;$604.79;$677.46;52.80%;Standard;Credit Card
100996;23/07/25;2025;Jul;Q3;Bahrain;Manama;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Kids;Store;Nike App;11;$125.80;$1,383.80;5%;$69.19;$1,314.61;$697.05;$617.56;47.00%;High;PayPal
100997;05/09/24;2024;Sep;Q3;Netherlands;Amsterdam;Europe;Heritage Backpack;Accessories;Lifestyle;Men;Online;Sun & Sand Sports;21;$53.64;$1,126.44;20%;$225.29;$901.15;$511.45;$389.70;43.20%;High;Bank Transfer
100998;04/06/24;2024;Jun;Q2;Germany;Frankfurt;Europe;Nike Dunk Low;Shoes;Lifestyle;Women;Mobile App;Nike App;18;$138.32;$2,489.76;0%;$0.00;$2,489.76;$1,380.95;$1,108.81;44.50%;Standard;Apple Pay
100999;27/04/25;2025;Apr;Q2;France;Nice;Europe;Pro Training Leggings;Clothing;Training;Women;Store;Retail Partner;15;$74.96;$1,124.40;15%;$168.66;$955.74;$550.21;$405.53;42.40%;Express;Credit Card
101000;18/09/24;2024;Sep;Q3;UAE;Sharjah;Middle East;Everyday Cushioned Socks;Accessories;Training;Men;Online;Retail Partner;18;$23.58;$424.44;5%;$21.22;$403.22;$171.74;$231.48;57.40%;Express;Apple Pay
101001;05/09/25;2025;Sep;Q3;Italy;Rome;Europe;Nike Cap;Accessories;Lifestyle;Women;Outlet;Nike Outlet;12;$30.07;$360.84;15%;$54.13;$306.71;$162.18;$144.53;47.10%;Express;PayPal
101002;02/12/24;2024;Dec;Q4;Brazil;Rio de Janeiro;Latin America;NBA Swingman Jersey;Clothing;Basketball;Men;Online;Retail Partner;18;$106.54;$1,917.72;10%;$191.77;$1,725.95;$964.90;$761.05;44.10%;High;Credit Card
101003;26/12/25;2025;Dec;Q4;China;Shenzhen;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Women;Mobile App;Nike App;17;$51.79;$880.43;15%;$132.06;$748.37;$400.39;$347.98;46.50%;Standard;Credit Card
101004;01/09/24;2024;Sep;Q3;Italy;Naples;Europe;Heritage Backpack;Accessories;Lifestyle;Women;Mobile App;Nike App;8;$51.04;$408.32;10%;$40.83;$367.49;$193.30;$174.19;47.40%;Standard;Cash
101005;08/02/24;2024;Feb;Q1;Netherlands;Rotterdam;Europe;Air Max 270;Shoes;Running;Men;Online;Sun & Sand Sports;19;$172.86;$3,284.34;15%;$492.65;$2,791.69;$2,020.02;$771.67;27.60%;Standard;Cash
